k,feature,feature_group,xgb_gain,xgb_cover,xgb_weight,lgbm_importance,nn_permutation_importance,consensus_avg_rank
3,Prot_11mer_Alt__3mer_QNI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7060.67
3,Prot_11mer_Alt__3mer_QLK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7061.67
3,Prot_11mer_Alt__3mer_QMH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7061.67
3,Prot_11mer_Alt__3mer_QNH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7061.67
3,Prot_11mer_Alt__3mer_QLI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7062.67
3,Prot_11mer_Alt__3mer_QMG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7062.67
3,Prot_11mer_Alt__3mer_QNG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7062.67
3,Prot_11mer_Alt__3mer_QNF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7063.67
3,Prot_11mer_Alt__3mer_QLG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7064.67
3,Prot_11mer_Alt__3mer_QNE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7064.67
3,Prot_11mer_Alt__3mer_QLF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7065.67
3,Prot_11mer_Alt__3mer_QND,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7065.67
3,Prot_11mer_Alt__3mer_QLE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7066.67
3,Prot_11mer_Alt__3mer_QNC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7066.67
3,Prot_11mer_Alt__3mer_QLD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7067.67
3,Prot_11mer_Alt__3mer_QNA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7067.67
3,Prot_11mer_Alt__3mer_QLH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7068.33
3,Prot_11mer_Alt__3mer_QMF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7068.33
3,Prot_11mer_Alt__3mer_QLC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7068.67
3,Prot_11mer_Alt__3mer_QMW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7068.67
3,Prot_11mer_Alt__3mer_QLA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7069.67
3,Prot_11mer_Alt__3mer_QKY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7070.67
3,Prot_11mer_Alt__3mer_QKW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7071.67
3,Prot_11mer_Alt__3mer_QKV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7072.67
3,Prot_11mer_Alt__3mer_QIA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7087.67
3,Prot_11mer_Alt__3mer_QHW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7088.67
3,Prot_11mer_Alt__3mer_QHV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7089.67
3,Prot_11mer_Alt__3mer_QHT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7090.67
3,Prot_11mer_Alt__3mer_QNK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7091.33
3,Prot_11mer_Alt__3mer_QHS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7091.67
3,Prot_11mer_Alt__3mer_QKT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7091.67
3,Prot_11mer_Alt__3mer_QHR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7092.67
3,Prot_11mer_Alt__3mer_QKS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7092.67
3,Prot_11mer_Alt__3mer_QHQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7093.67
3,Prot_11mer_Alt__3mer_QKR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7093.67
3,Prot_11mer_Alt__3mer_QHP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7094.67
3,Prot_11mer_Alt__3mer_QKQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7094.67
3,Prot_11mer_Alt__3mer_QIC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7100.33
3,Prot_11mer_Alt__3mer_QIF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7102.0
3,Prot_11mer_Alt__3mer_QIE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7103.0
3,Prot_11mer_Alt__3mer_QID,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7104.0
3,Prot_11mer_Alt__3mer_QKA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7106.33
3,Prot_11mer_Alt__3mer_QIY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7107.33
3,Prot_11mer_Alt__3mer_QIV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7108.33
3,Prot_11mer_Alt__3mer_QKP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7109.0
3,Prot_11mer_Alt__3mer_QIR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7110.33
3,Prot_11mer_Alt__3mer_QNP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7111.0
3,Prot_11mer_Alt__3mer_QIQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7111.33
3,Prot_11mer_Alt__3mer_QNN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7112.0
3,Prot_11mer_Alt__3mer_QIP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7112.33
3,Prot_11mer_Alt__3mer_QNL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7113.0
3,Prot_11mer_Alt__3mer_QIN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7113.33
3,Prot_11mer_Alt__3mer_QIT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7114.0
3,Prot_11mer_Alt__3mer_QIM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7114.33
3,Prot_11mer_Alt__3mer_QIG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7114.67
3,Prot_11mer_Alt__3mer_QKN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7114.67
3,Prot_11mer_Alt__3mer_QIL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7115.33
3,Prot_11mer_Alt__3mer_QKL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7115.67
3,Prot_11mer_Alt__3mer_QIK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7116.33
3,Prot_11mer_Alt__3mer_QKK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7116.67
3,Prot_11mer_Alt__3mer_QII,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7117.33
3,Prot_11mer_Alt__3mer_QKI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7117.67
3,Prot_11mer_Alt__3mer_QKH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7118.67
3,Prot_11mer_Alt__3mer_QKG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7119.67
3,Prot_11mer_Alt__3mer_EVG,Protein k-mer,0.0,0.0,0.0,0.001382,0.0,7120.0
3,Prot_11mer_Alt__3mer_QKF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7120.67
3,Prot_11mer_Alt__3mer_QKE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7121.67
3,Prot_11mer_Alt__3mer_QKD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7122.67
3,Prot_11mer_Alt__3mer_QIH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7123.0
3,Prot_11mer_Alt__3mer_QKC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7123.67
3,Prot_11mer_Alt__3mer_QNR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7141.67
3,Prot_11mer_Alt__3mer_QSV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7142.67
3,Prot_11mer_Alt__3mer_QST,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7143.67
3,Prot_11mer_Alt__3mer_QSS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7144.67
3,Prot_11mer_Alt__3mer_QSR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7145.67
3,Prot_11mer_Alt__3mer_QSQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7146.67
3,Prot_11mer_Alt__3mer_QSP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7147.67
3,Prot_11mer_Alt__3mer_QSN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7148.67
3,Prot_11mer_Alt__3mer_QSM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7149.67
3,Prot_11mer_Alt__3mer_QHN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7150.33
3,Prot_11mer_Alt__3mer_QPK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7151.33
3,Prot_11mer_Alt__3mer_QPI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7152.33
3,Prot_11mer_Alt__3mer_QPH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7153.33
3,Prot_11mer_Alt__3mer_QSW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7155.0
3,Prot_11mer_Alt__3mer_QPF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7155.33
3,Prot_11mer_Alt__3mer_QPE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7156.33
3,Prot_11mer_Alt__3mer_QTC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7156.67
3,Prot_11mer_Alt__3mer_QPD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7157.33
3,Prot_11mer_Alt__3mer_QTA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7157.67
3,Prot_11mer_Alt__3mer_QPC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7158.33
3,Prot_11mer_Alt__3mer_QSY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7158.67
3,Prot_11mer_Alt__3mer_QPG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7159.0
3,Prot_11mer_Alt__3mer_QPA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7159.33
3,Prot_11mer_Alt__3mer_QNY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7160.33
3,Prot_11mer_Alt__3mer_QTV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7160.67
3,Prot_11mer_Alt__3mer_QNV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7161.33
3,Prot_11mer_Alt__3mer_QTT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7161.67
3,Prot_11mer_Alt__3mer_QNT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7162.33
3,Prot_11mer_Alt__3mer_QTR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7162.67
3,Prot_11mer_Alt__3mer_QTP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7164.67
3,Prot_11mer_Alt__3mer_QTM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7165.67
3,Prot_11mer_Alt__3mer_QTL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7166.67
3,Prot_11mer_Alt__3mer_QTK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7167.67
3,Prot_11mer_Alt__3mer_QNS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7168.0
3,Prot_11mer_Alt__3mer_QTQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7168.33
3,Prot_11mer_Alt__3mer_QSL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7168.67
3,Prot_11mer_Alt__3mer_QTI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7168.67
3,Prot_11mer_Alt__3mer_QTD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7169.0
3,Prot_11mer_Alt__3mer_QSK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7169.67
3,Prot_11mer_Alt__3mer_QTH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7169.67
3,Prot_11mer_Alt__3mer_QVI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7169.67
3,Prot_11mer_Alt__3mer_QSI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7170.67
3,Prot_11mer_Alt__3mer_QTG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7170.67
3,Prot_11mer_Alt__3mer_QVH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7170.67
3,Prot_11mer_Alt__3mer_QSH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7171.67
3,Prot_11mer_Alt__3mer_QTF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7171.67
3,Prot_11mer_Alt__3mer_QVG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7171.67
3,Prot_11mer_Alt__3mer_QVF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7172.67
3,Prot_11mer_Alt__3mer_QSF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7173.67
3,Prot_11mer_Alt__3mer_QVE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7173.67
3,Prot_11mer_Alt__3mer_QSE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7174.67
3,Prot_11mer_Alt__3mer_QVD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7174.67
3,Prot_11mer_Alt__3mer_QSD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7175.67
3,Prot_11mer_Alt__3mer_QVA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7175.67
3,Prot_11mer_Alt__3mer_QSA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7176.67
3,Prot_11mer_Alt__3mer_QTY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7176.67
3,Prot_11mer_Alt__3mer_QSG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7177.33
3,Prot_11mer_Alt__3mer_QTE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7177.33
3,Prot_11mer_Alt__3mer_QRY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7177.67
3,Prot_11mer_Alt__3mer_QTW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7177.67
3,Prot_11mer_Alt__3mer_QRW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7178.67
3,Prot_11mer_Alt__3mer_QRV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7179.67
3,Prot_11mer_Alt__3mer_QRT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7180.67
3,Prot_11mer_Alt__3mer_QRS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7181.67
3,Prot_11mer_Alt__3mer_QPL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7186.67
3,Prot_11mer_Alt__3mer_QHM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7187.67
3,Prot_11mer_Alt__3mer_QHL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7188.67
3,Prot_11mer_Alt__3mer_QHK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7189.67
3,Prot_11mer_Alt__3mer_QHH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7191.67
3,Prot_11mer_Alt__3mer_QHG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7192.67
3,Prot_11mer_Alt__3mer_QHE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7193.67
3,Prot_11mer_Alt__3mer_QHC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7194.67
3,Prot_11mer_Alt__3mer_QHI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7195.33
3,Prot_11mer_Alt__3mer_QGY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7195.67
3,Prot_11mer_Alt__3mer_QGW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7196.67
3,Prot_11mer_Alt__3mer_QPV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7196.67
3,Prot_11mer_Alt__3mer_QGV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7197.67
3,Prot_11mer_Alt__3mer_QPT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7197.67
3,Prot_11mer_Alt__3mer_QGT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7198.67
3,Prot_11mer_Alt__3mer_QPS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7198.67
3,Prot_11mer_Alt__3mer_QGS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7199.67
3,Prot_11mer_Alt__3mer_QPR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7199.67
3,Prot_11mer_Alt__3mer_QPQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7200.67
3,Prot_11mer_Alt__3mer_QRR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7200.67
3,Prot_11mer_Alt__3mer_QPP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7201.67
3,Prot_11mer_Alt__3mer_QRQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7201.67
3,Prot_11mer_Alt__3mer_QPN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7202.67
3,Prot_11mer_Alt__3mer_QRP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7202.67
3,Prot_11mer_Alt__3mer_QPM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7203.67
3,Prot_11mer_Alt__3mer_QRN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7203.67
3,Prot_11mer_Alt__3mer_QPW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7209.33
3,Prot_11mer_Alt__3mer_QQE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7211.0
3,Prot_11mer_Alt__3mer_QQC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7212.0
3,Prot_11mer_Alt__3mer_QQA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7213.0
3,Prot_11mer_Alt__3mer_QQW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7215.33
3,Prot_11mer_Alt__3mer_QQV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7216.33
3,Prot_11mer_Alt__3mer_QQT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7217.33
3,Prot_11mer_Alt__3mer_QRM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7218.0
3,Prot_11mer_Alt__3mer_QQR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7219.33
3,Prot_11mer_Alt__3mer_QQQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7220.33
3,Prot_11mer_Alt__3mer_QQP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7221.33
3,Prot_11mer_Alt__3mer_QQM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7222.33
3,Prot_11mer_Alt__3mer_QQS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7223.0
3,Prot_11mer_Alt__3mer_QQL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7223.33
3,Prot_11mer_Alt__3mer_QQF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7223.67
3,Prot_11mer_Alt__3mer_QRL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7223.67
3,Prot_11mer_Alt__3mer_QQK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7224.33
3,Prot_11mer_Alt__3mer_QRK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7224.67
3,Prot_11mer_Alt__3mer_QQI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7225.33
3,Prot_11mer_Alt__3mer_QRI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7225.67
3,Prot_11mer_Alt__3mer_QQH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7226.33
3,Prot_11mer_Alt__3mer_QRH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7226.67
3,Prot_11mer_Alt__3mer_QRG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7227.67
3,Prot_11mer_Alt__3mer_QRF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7228.67
3,Prot_11mer_Alt__3mer_QRE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7229.67
3,Prot_11mer_Alt__3mer_QRC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7230.67
3,Prot_11mer_Alt__3mer_QRA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7231.67
3,Prot_11mer_Alt__3mer_QQG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7232.0
3,Prot_11mer_Alt__3mer_QQY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7232.67
3,Prot_11mer_Alt__3mer_PVP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7251.67
3,Prot_11mer_Alt__3mer_PVN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7252.67
3,Prot_11mer_Alt__3mer_PVM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7253.67
3,Prot_11mer_Alt__3mer_PVL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7254.67
3,Prot_11mer_Alt__3mer_QGR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7255.33
3,Prot_11mer_Alt__3mer_PVK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7255.67
3,Prot_11mer_Alt__3mer_PVI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7256.67
3,Prot_11mer_Alt__3mer_PVH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7257.67
3,Prot_11mer_Alt__3mer_PVG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7258.67
3,Prot_11mer_Alt__3mer_PVQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7264.0
3,Prot_11mer_Alt__3mer_PVT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7265.67
3,Prot_11mer_Alt__3mer_PVS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7266.67
3,Prot_11mer_Alt__3mer_PVR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7267.67
3,Prot_11mer_Alt__3mer_PWR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7269.67
3,Prot_11mer_Alt__3mer_PWQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7270.67
3,Prot_11mer_Alt__3mer_PWP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7271.67
3,Prot_11mer_Alt__3mer_QVK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7273.33
3,Prot_11mer_Alt__3mer_PWK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7273.67
3,Prot_11mer_Alt__3mer_PWI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7274.67
3,Prot_11mer_Alt__3mer_PWH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7275.67
3,Prot_11mer_Alt__3mer_PWG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7276.67
3,Prot_11mer_Alt__3mer_PWL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7277.33
3,Prot_11mer_Alt__3mer_PVF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7277.67
3,Prot_11mer_Alt__3mer_PWF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7277.67
3,Prot_11mer_Alt__3mer_PVV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7278.0
3,Prot_11mer_Alt__3mer_PVE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7278.67
3,Prot_11mer_Alt__3mer_PWE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7278.67
3,Prot_11mer_Alt__3mer_PYG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7278.67
3,Prot_11mer_Alt__3mer_PVD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7279.67
3,Prot_11mer_Alt__3mer_PWA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7279.67
3,Prot_11mer_Alt__3mer_PYF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7279.67
3,Prot_11mer_Alt__3mer_PVC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7280.67
3,Prot_11mer_Alt__3mer_PVY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7280.67
3,Prot_11mer_Alt__3mer_PYE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7280.67
3,Prot_11mer_Alt__3mer_PYD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7281.67
3,Prot_11mer_Alt__3mer_PTY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7282.67
3,Prot_11mer_Alt__3mer_PYC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7282.67
3,Prot_11mer_Alt__3mer_PTW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7283.67
3,Prot_11mer_Alt__3mer_PYA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7283.67
3,Prot_11mer_Alt__3mer_PTV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7284.67
3,Prot_11mer_Alt__3mer_PWY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7284.67
3,Prot_11mer_Alt__3mer_PTT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7285.67
3,Prot_11mer_Alt__3mer_PWV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7285.67
3,Prot_11mer_Alt__3mer_PVA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7286.33
3,Prot_11mer_Alt__3mer_PVW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7286.33
3,Prot_11mer_Alt__3mer_PTS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7286.67
3,Prot_11mer_Alt__3mer_PWS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7286.67
3,Prot_11mer_Alt__3mer_PTR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7287.67
3,Prot_11mer_Alt__3mer_PTQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7288.67
3,Prot_11mer_Alt__3mer_PTP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7289.67
3,Prot_11mer_Alt__3mer_PTN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7290.67
3,Prot_11mer_Alt__3mer_QGQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7292.67
3,Prot_11mer_Alt__3mer_QGP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7293.67
3,Prot_11mer_Alt__3mer_QGM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7294.67
3,Prot_11mer_Alt__3mer_PRV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7305.67
3,Prot_11mer_Alt__3mer_PRT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7306.67
3,Prot_11mer_Alt__3mer_PRS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7307.67
3,Prot_11mer_Alt__3mer_PRR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7308.67
3,Prot_11mer_Alt__3mer_PYH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7309.33
3,Prot_11mer_Alt__3mer_PRQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7309.67
3,Prot_11mer_Alt__3mer_PTM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7309.67
3,Prot_11mer_Alt__3mer_PRP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7310.67
3,Prot_11mer_Alt__3mer_PTL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7310.67
3,Prot_11mer_Alt__3mer_PRN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,7311.67
