k,feature,feature_group,xgb_gain,xgb_cover,xgb_weight,lgbm_importance,nn_permutation_importance,consensus_avg_rank
2,Prot_11mer_Ref__2mer_NN,Protein k-mer,0.0,0.0,0.0,0.000304,0.0,252.0
3,Prot_11mer_Ref__3mer_QVL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,252.33
3,Prot_11mer_Ref__3mer_QVK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,253.33
2,Prot_11mer_Ref__2mer_PL,Protein k-mer,0.0,0.0,0.0,0.000304,0.0,254.0
3,Prot_11mer_Ref__3mer_QVI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,254.33
3,Prot_11mer_Ref__3mer_QVH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,255.33
3,Prot_11mer_Ref__3mer_QVG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,256.33
3,Prot_11mer_Ref__3mer_QHP,Protein k-mer,0.0,0.0,0.0,0.0,0.009202,256.67
2,chasmplus_OV__score,Numeric score,0.007437,0.003182,0.010017,0.006999,0.0,257.0
3,Prot_11mer_Ref__3mer_QVE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,258.33
2,Prot_11mer_Ref__2mer_PY,Protein k-mer,0.0,0.0,0.0,0.000152,0.0,258.67
3,Prot_11mer_Ref__3mer_QPV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,258.67
3,Prot_11mer_Ref__3mer_QVD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,259.33
2,chasmplus_DLBC__score,Numeric score,0.009086,0.002338,0.003339,0.005478,0.0,259.67
2,chasmplus_PAAD__score,Numeric score,0.008007,0.00304,0.013356,0.005478,0.0,259.67
3,Prot_11mer_Ref__3mer_QPT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,259.67
3,Prot_11mer_Ref__3mer_QGD,Protein k-mer,0.0,0.0,0.0,0.0,0.000347,260.0
3,Prot_11mer_Ref__3mer_QST,Protein k-mer,0.0,0.0,0.0,0.0,0.0,260.0
3,Prot_11mer_Ref__3mer_QVA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,260.33
3,Prot_11mer_Ref__3mer_QGS,Protein k-mer,0.0,0.0,0.0,0.0,0.000347,260.67
3,Prot_11mer_Ref__3mer_QRR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,261.0
3,Prot_11mer_Ref__3mer_QSS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,261.0
3,Prot_11mer_Ref__3mer_QPR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,261.33
3,Prot_11mer_Ref__3mer_QT_,Protein k-mer,0.0,0.0,0.0,0.0,0.0,261.33
3,Prot_11mer_Ref__3mer_QNN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,262.0
3,Prot_11mer_Ref__3mer_QPS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,262.0
3,Prot_11mer_Ref__3mer_QRQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,262.0
3,Prot_11mer_Ref__3mer_QSQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,262.0
3,Prot_11mer_Ref__3mer_QHN,Protein k-mer,0.0,0.0,0.0,0.0,0.000579,262.33
3,Prot_11mer_Ref__3mer_QTY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,262.33
3,Prot_11mer_Ref__3mer_QSP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,263.0
3,Prot_11mer_Ref__3mer_QTV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,263.33
3,Prot_11mer_Ref__3mer_QGR,Protein k-mer,0.0,0.0,0.0,0.0,0.000231,263.67
3,Prot_11mer_Ref__3mer_QNL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,264.33
3,Prot_11mer_Ref__3mer_QSM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,265.0
2,Prot_11mer_Ref__2mer_GF,Protein k-mer,0.0,0.0,0.0,0.000304,0.0,265.33
3,Prot_11mer_Ref__3mer_QNK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,265.33
3,Prot_11mer_Ref__3mer_QTS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,265.33
2,chasmplus_LIHC__score,Numeric score,0.004028,0.003484,0.006678,0.00776,0.0,266.0
3,Prot_11mer_Ref__3mer_QSL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,266.0
3,Prot_11mer_Ref__3mer_QTR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,266.33
3,Prot_11mer_Ref__3mer_QVF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,266.67
2,Prot_11mer_Ref__2mer_PQ,Protein k-mer,0.0,0.0,0.0,0.000152,0.0,267.0
3,Prot_11mer_Ref__3mer_QNI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,267.0
3,Prot_11mer_Ref__3mer_QTP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,267.33
2,chasmplus_LUSC__score,Numeric score,0.005757,0.003892,0.003339,0.005782,0.0,267.67
2,Prot_11mer_Ref__2mer_GC,Protein k-mer,0.0,0.0,0.0,0.000304,0.0,267.67
3,Prot_11mer_Ref__3mer_QPC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,267.67
2,cadd__phred,Numeric score,0.003703,0.018987,0.003339,0.010499,0.0,268.0
2,DNA_11mer_Ref__2mer_AA,DNA k-mer,0.0,0.0,0.0,0.000913,0.0,268.0
3,Prot_11mer_Ref__3mer_QSI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,268.0
3,Prot_11mer_Ref__3mer_QTM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,268.33
3,Prot_11mer_Ref__3mer_QSN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,268.67
2,alt_amino__E,OHE (base/AA),0.0,0.0,0.0,0.000609,0.0,269.0
2,Prot_11mer_Ref__2mer_PH,Protein k-mer,0.0,0.0,0.0,0.000152,0.0,269.0
3,Prot_11mer_Ref__3mer_QSH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,269.0
3,Prot_11mer_Ref__3mer_QTT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,269.0
3,Prot_11mer_Ref__3mer_QTL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,269.33
3,Prot_11mer_Ref__3mer_QNG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,270.0
3,Prot_11mer_Ref__3mer_QSG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,270.0
3,Prot_11mer_Ref__3mer_QPA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,270.33
3,Prot_11mer_Ref__3mer_QPD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,270.67
2,delta_pi,Numeric score,0.003306,0.002657,0.006678,0.002891,0.0,271.0
3,Prot_11mer_Ref__3mer_QSF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,271.0
3,Prot_11mer_Ref__3mer_QNY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,271.33
2,DNA_11mer_Ref__2mer_AG,DNA k-mer,0.0,0.0,0.0,0.000913,0.0,271.67
3,Prot_11mer_Ref__3mer_QSK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,271.67
3,Prot_11mer_Ref__3mer_QPW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,272.0
3,Prot_11mer_Ref__3mer_QTG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,272.33
2,Prot_11mer_Ref__2mer_PC,Protein k-mer,0.0,0.0,0.0,0.000152,0.0,272.67
3,Prot_11mer_Ref__3mer_QSV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,272.67
3,Prot_11mer_Ref__3mer_QNH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,273.0
3,Prot_11mer_Ref__3mer_QQF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,273.0
3,Prot_11mer_Ref__3mer_QSD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,273.0
3,Prot_11mer_Ref__3mer_QRS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,273.33
3,Prot_11mer_Ref__3mer_QTE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,273.33
2,Prot_11mer_Ref__2mer_PA,Protein k-mer,0.0,0.0,0.0,0.000152,0.0,273.67
3,Prot_11mer_Ref__3mer_QNP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,274.0
3,Prot_11mer_Ref__3mer_QNT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,274.0
3,Prot_11mer_Ref__3mer_QQE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,274.0
3,Prot_11mer_Ref__3mer_QSA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,274.0
2,alt_amino__I,OHE (base/AA),0.0,0.0,0.0,0.000761,0.0,274.33
3,Prot_11mer_Ref__3mer_QTC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,274.33
2,Prot_11mer_Ref__2mer_KF,Protein k-mer,0.0,0.0,0.0,0.0,0.014798,275.0
3,Prot_11mer_Ref__3mer_QQC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,275.0
3,Prot_11mer_Ref__3mer_QRY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,275.0
3,Prot_11mer_Ref__3mer_QNS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,275.33
3,Prot_11mer_Ref__3mer_QTA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,275.33
3,Prot_11mer_Ref__3mer_QQA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,276.0
3,Prot_11mer_Ref__3mer_QRV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,276.0
2,base__ref_base__C,OHE (base/AA),0.0,0.0,0.0,0.001065,0.0,276.33
3,Prot_11mer_Ref__3mer_QNQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,276.33
3,Prot_11mer_Ref__3mer_QSW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,276.33
3,Prot_11mer_Ref__3mer_QSE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,276.67
3,Prot_11mer_Ref__3mer_QRT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,277.0
3,Prot_11mer_Ref__3mer_QNV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,277.33
3,Prot_11mer_Ref__3mer_QRP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,277.33
2,metalr__rankscore,Label-enc pred,0.0,0.0,0.0,0.003804,0.0,278.0
3,Prot_11mer_Ref__3mer_QGY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,278.33
3,Prot_11mer_Ref__3mer_QGW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,278.67
3,Prot_11mer_Ref__3mer_QGV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,279.0
3,Prot_11mer_Ref__3mer_QGT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,279.33
2,chasmplus_ACC__score,Numeric score,0.002918,0.00286,0.006678,0.006695,0.0,280.0
2,base__ref_base__A,OHE (base/AA),0.0,0.0,0.0,0.000913,0.0,280.0
2,Prot_11mer_Ref__2mer_KP,Protein k-mer,0.0,0.0,0.0,0.0,0.005291,280.33
3,Prot_11mer_Ref__3mer_QFW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,281.33
3,Prot_11mer_Ref__3mer_QGC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,281.67
3,Prot_11mer_Ref__3mer_QHE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,282.67
3,Prot_11mer_Ref__3mer_QRL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,283.33
3,Prot_11mer_Ref__3mer_QGE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,283.67
3,Prot_11mer_Ref__3mer_QTK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,283.67
2,phastcons__phastcons100_vert,Numeric score,0.0,0.0,0.0,0.000761,0.0,284.33
3,Prot_11mer_Ref__3mer_QRK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,284.33
2,chasmplus_UCS__score,Numeric score,0.0,0.0,0.0,0.002739,0.0,285.33
3,Prot_11mer_Ref__3mer_QRI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,285.33
3,Prot_11mer_Ref__3mer_QTH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,285.33
2,base__alt_base__C,OHE (base/AA),0.0,0.0,0.0,0.000456,0.0,286.33
3,Prot_11mer_Ref__3mer_QRH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,286.33
2,alphamissense__am_class,Label-enc pred,0.0,0.0,0.0,0.000761,0.0,287.0
2,chasmplus_THYM__score,Numeric score,0.0,0.0,0.0,0.002435,0.0,287.67
2,alt_amino__D,OHE (base/AA),0.0,0.0,0.0,0.000304,0.0,288.0
2,chasmplus_UVM__score,Numeric score,0.0,0.0,0.0,0.001522,0.0,288.67
3,Prot_11mer_Ref__3mer_QTI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,289.33
2,genocanyon__rankscore,Numeric score,0.0,0.0,0.0,0.001217,0.0,290.33
3,Prot_11mer_Ref__3mer_QHG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,291.0
2,DNA_11mer_Ref__2mer_CT,DNA k-mer,0.0,0.0,0.0,0.00989,0.0,291.67
2,chasmplus_HNSC__score,Numeric score,0.000407,0.001527,0.001669,0.004717,0.0,292.0
3,Prot_11mer_Ref__3mer_QHW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,292.33
2,alt_amino__R,OHE (base/AA),0.0,0.0,0.0,0.000304,0.0,292.67
2,Prot_11mer_Ref__2mer_LC,Protein k-mer,0.0,0.0,0.0,0.0,0.003901,292.67
2,Prot_11mer_Ref__2mer_L_,Protein k-mer,0.0,0.0,0.0,0.0,0.0,292.67
2,Prot_11mer_Ref__2mer_ME,Protein k-mer,0.0,0.0,0.0,0.0,0.0,292.67
3,Prot_11mer_Ref__3mer_QGA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,293.0
2,Prot_11mer_Ref__2mer_MA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,293.33
3,Prot_11mer_Ref__3mer_QHV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,293.33
3,Prot_11mer_Ref__3mer_QGQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,294.0
2,base__ref_base__T,OHE (base/AA),0.0,0.0,0.0,0.000456,0.0,294.67
2,Prot_11mer_Ref__2mer_KW,Protein k-mer,0.0,0.0,0.0,0.0,0.000897,294.67
3,Prot_11mer_Ref__3mer_QHI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,294.67
3,Prot_11mer_Ref__3mer_QHK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,294.67
2,Prot_11mer_Ref__2mer_MC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,295.0
3,Prot_11mer_Ref__3mer_QHH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,295.0
3,Prot_11mer_Ref__3mer_QHS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,295.0
2,base__alt_base__T,OHE (base/AA),0.0,0.0,0.0,0.000304,0.0,295.67
2,mutation_assessor__rankscore,Numeric score,0.0,0.0,0.0,0.003956,0.0,296.0
3,Prot_11mer_Ref__3mer_QGF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,296.33
2,Prot_11mer_Ref__2mer_KI,Protein k-mer,0.0,0.0,0.0,0.0,0.000897,297.0
2,gnomad4__nhomalt,Numeric score,0.0,0.0,0.0,0.000456,0.0,297.33
3,Prot_11mer_Ref__3mer_QHL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,297.33
3,Prot_11mer_Ref__3mer_QHM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,297.33
2,DNA_11mer_Ref__2mer_CC,DNA k-mer,0.0,0.0,0.0,0.001065,0.0,297.67
3,Prot_11mer_Ref__3mer_QQG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,298.0
2,Prot_11mer_Ref__2mer_KV,Protein k-mer,0.0,0.0,0.0,0.0,0.001435,298.33
2,Prot_11mer_Ref__2mer_KM,Protein k-mer,0.0,0.0,0.0,0.0,0.000538,298.67
2,Prot_11mer_Ref__2mer_LM,Protein k-mer,0.0,0.0,0.0,0.0,0.002152,299.0
2,Prot_11mer_Ref__2mer_KR,Protein k-mer,0.0,0.0,0.0,0.0,0.000628,299.33
3,Prot_11mer_Ref__3mer_QGP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,299.33
3,Prot_11mer_Ref__3mer_QGM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,299.67
3,Prot_11mer_Ref__3mer_QGL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,300.0
3,Prot_11mer_Ref__3mer_QGK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,300.33
2,Prot_11mer_Ref__2mer_LE,Protein k-mer,0.0,0.0,0.0,0.0,0.003184,300.67
3,Prot_11mer_Ref__3mer_QGI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,300.67
3,Prot_11mer_Ref__3mer_QRG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,301.33
2,Prot_11mer_Ref__2mer_MD,Protein k-mer,0.0,0.0,0.0,0.0,0.000269,302.67
2,metasvm__pred,Label-enc pred,0.0,0.0,0.0,0.001369,0.0,303.0
2,metalr__pred,Label-enc pred,0.0,0.0,0.0,0.000456,0.0,303.33
2,Prot_11mer_Ref__2mer_LT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,303.67
2,Prot_11mer_Ref__2mer_LV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,303.67
3,Prot_11mer_Ref__3mer_QGG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,305.33
2,Prot_11mer_Ref__2mer_KH,Protein k-mer,0.0,0.0,0.0,0.0,0.000269,306.0
2,Prot_11mer_Ref__2mer_KN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,306.0
2,Prot_11mer_Ref__2mer_KL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,307.0
3,Prot_11mer_Ref__3mer_QRF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,307.0
2,Prot_11mer_Ref__2mer_LF,Protein k-mer,0.0,0.0,0.0,0.0,0.000897,307.33
2,Prot_11mer_Ref__2mer_KK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,307.67
2,mutationtaster__prediction,Label-enc pred,0.0,0.0,0.0,0.000761,0.0,308.0
3,Prot_11mer_Ref__3mer_QRE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,308.0
3,Prot_11mer_Ref__3mer_QRD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,309.0
2,Prot_11mer_Ref__2mer_HP,Protein k-mer,0.0,0.0,0.0,0.0,0.003139,309.33
2,Prot_11mer_Ref__2mer_IY,Protein k-mer,0.0,0.0,0.0,0.0,0.001794,309.67
2,Prot_11mer_Ref__2mer_HQ,Protein k-mer,0.0,0.0,0.0,0.0,0.002556,310.0
3,Prot_11mer_Ref__3mer_QRC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,310.0
2,ref_amino__E,OHE (base/AA),0.0,0.0,0.0,0.000152,0.0,311.0
2,ref_amino__D,OHE (base/AA),0.0,0.0,0.0,0.000152,0.0,312.0
3,Prot_11mer_Ref__3mer_QQY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,312.0
3,Prot_11mer_Ref__3mer_QQW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,313.0
2,alt_amino__H,OHE (base/AA),0.0,0.0,0.0,0.000152,0.0,313.33
2,Prot_11mer_Ref__2mer_KT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,313.33
2,Prot_11mer_Ref__2mer_KG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,314.0
3,Prot_11mer_Ref__3mer_QQV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,314.0
3,Prot_11mer_Ref__3mer_QRA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,315.67
2,alt_amino__C,OHE (base/AA),0.0,0.0,0.0,0.000152,0.0,316.0
2,Prot_11mer_Ref__2mer_KQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,316.0
3,Prot_11mer_Ref__3mer_QQS,Protein k-mer,0.0,0.0,0.0,0.0,0.0,316.0
2,DNA_11mer_Ref__2mer_GC,DNA k-mer,0.0,0.0,0.0,0.001369,0.0,317.0
2,Prot_11mer_Ref__2mer_HL,Protein k-mer,0.0,0.0,0.0,0.0,0.001076,317.0
3,Prot_11mer_Ref__3mer_QQR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,317.0
3,Prot_11mer_Ref__3mer_QQQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,318.0
2,Prot_11mer_Ref__2mer_LN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,319.0
3,Prot_11mer_Ref__3mer_QQP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,319.0
2,Prot_11mer_Ref__2mer_LR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,319.33
2,ref_amino__S,OHE (base/AA),0.0,0.0,0.0,0.000152,0.0,319.67
2,DNA_11mer_Alt__2mer_GA,DNA k-mer,0.0,0.0,0.0,0.000761,0.0,319.67
2,DNA_11mer_Ref__2mer_TG,DNA k-mer,0.0,0.0,0.0,0.001065,0.0,320.0
3,Prot_11mer_Ref__3mer_QQT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,320.0
2,Prot_11mer_Ref__2mer_LH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,320.33
3,Prot_11mer_Ref__3mer_QQL,Protein k-mer,0.0,0.0,0.0,0.0,0.0,321.0
2,DNA_11mer_Ref__2mer_CA,DNA k-mer,0.0,0.0,0.0,0.000152,0.0,321.33
3,Prot_11mer_Ref__3mer_QQK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,322.0
2,Prot_11mer_Ref__2mer_LK,Protein k-mer,0.0,0.0,0.0,0.0,0.0,322.33
2,Prot_11mer_Ref__2mer_LA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,322.67
3,Prot_11mer_Ref__3mer_QQI,Protein k-mer,0.0,0.0,0.0,0.0,0.0,323.0
2,Prot_11mer_Ref__2mer_IW,Protein k-mer,0.0,0.0,0.0,0.0,0.000224,323.33
2,Prot_11mer_Ref__2mer_KY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,323.67
3,Prot_11mer_Ref__3mer_QQH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,324.0
3,Prot_11mer_Ref__3mer_QQM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,324.67
2,alt_amino__T,OHE (base/AA),0.0,0.0,0.0,0.000152,0.0,325.33
2,DNA_11mer_Ref__2mer_TT,DNA k-mer,0.0,0.0,0.0,0.000761,0.0,325.33
2,Prot_11mer_Ref__2mer_LD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,326.0
2,DNA_11mer_Alt__2mer_GC,DNA k-mer,0.0,0.0,0.0,0.000609,0.0,326.67
2,Prot_11mer_Ref__2mer_IQ,Protein k-mer,0.0,0.0,0.0,0.0,0.002915,326.67
2,Prot_11mer_Ref__2mer_DS,Protein k-mer,0.0,0.0,0.0,0.001217,0.0,327.0
2,Prot_11mer_Ref__2mer_IG,Protein k-mer,0.0,0.0,0.0,0.0,0.002556,327.33
2,esm1b__prediction,Label-enc pred,0.0,0.0,0.0,0.000152,0.0,329.33
2,DNA_11mer_Alt__2mer_GT,DNA k-mer,0.0,0.0,0.0,0.000456,0.0,329.67
2,Prot_11mer_Ref__2mer_AH,Protein k-mer,0.001151,0.028889,0.001669,0.0,0.003946,330.33
2,Prot_11mer_Ref__2mer_HH,Protein k-mer,0.0,0.0,0.0,0.0,9e-05,330.67
2,Prot_11mer_Ref__2mer_RM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,331.0
2,Prot_11mer_Ref__2mer_RF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,331.33
3,Prot_11mer_Ref__3mer_QVP,Protein k-mer,0.0,0.0,0.0,0.0,0.0,331.67
2,Prot_11mer_Ref__2mer_IR,Protein k-mer,0.0,0.0,0.0,0.0,0.000762,333.67
2,Prot_11mer_Ref__2mer_RH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,334.0
2,ref_amino__F,OHE (base/AA),0.0,0.0,0.0,0.0,0.0,334.33
2,alt_amino__L,OHE (base/AA),0.0,0.0,0.0,0.000152,0.0,334.33
2,Prot_11mer_Ref__2mer_GT,Protein k-mer,0.0,0.0,0.0,0.0,0.000538,334.33
2,Prot_11mer_Ref__2mer_RE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,334.67
2,Prot_11mer_Ref__2mer_RG,Protein k-mer,0.0,0.0,0.0,0.0,0.0,335.0
2,Prot_11mer_Ref__2mer_GS,Protein k-mer,0.0,0.0,0.0,0.0,0.000493,335.67
2,Prot_11mer_Ref__2mer_RD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,335.67
2,ref_amino__C,OHE (base/AA),0.0,0.0,0.0,0.0,0.0,336.67
2,Prot_11mer_Ref__2mer_RC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,336.67
2,phdsnpg__prediction,Label-enc pred,0.0,0.0,0.0,0.000152,0.0,337.67
2,Prot_11mer_Ref__2mer_IL,Protein k-mer,0.0,0.0,0.0,0.0,0.000717,338.0
2,Prot_11mer_Ref__2mer_KE,Protein k-mer,0.0,0.0,0.0,0.0,0.0,338.33
2,Prot_11mer_Ref__2mer_Q_,Protein k-mer,0.0,0.0,0.0,0.0,0.0,338.33
2,Prot_11mer_Ref__2mer_QR,Protein k-mer,0.0,0.0,0.0,0.0,0.0,338.67
2,Prot_11mer_Ref__2mer_KD,Protein k-mer,0.0,0.0,0.0,0.0,0.0,339.33
2,Prot_11mer_Ref__2mer_QY,Protein k-mer,0.0,0.0,0.0,0.0,0.0,339.33
2,Prot_11mer_Ref__2mer_EG,Protein k-mer,0.0,0.0,0.0,0.000456,0.0,339.67
2,Prot_11mer_Ref__2mer_QQ,Protein k-mer,0.0,0.0,0.0,0.0,0.0,339.67
2,Prot_11mer_Ref__2mer_KC,Protein k-mer,0.0,0.0,0.0,0.0,0.0,340.33
2,Prot_11mer_Ref__2mer_QW,Protein k-mer,0.0,0.0,0.0,0.0,0.0,340.33
2,Prot_11mer_Ref__2mer_QN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,341.33
2,Prot_11mer_Ref__2mer_I_,Protein k-mer,0.0,0.0,0.0,0.0,0.0,341.67
2,Prot_11mer_Ref__2mer_QM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,342.33
2,Prot_11mer_Ref__2mer_QT,Protein k-mer,0.0,0.0,0.0,0.0,0.0,342.33
2,Prot_11mer_Ref__2mer_SF,Protein k-mer,0.0,0.0,0.0,0.0,0.0,343.0
2,Prot_11mer_Ref__2mer_IK,Protein k-mer,0.0,0.0,0.0,0.0,0.000404,343.33
2,Prot_11mer_Ref__2mer_SN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,343.33
2,DNA_11mer_Ref__2mer_TA,DNA k-mer,0.0,0.0,0.0,0.000304,0.0,344.0
2,Prot_11mer_Ref__2mer_IV,Protein k-mer,0.0,0.0,0.0,0.0,0.0,344.0
2,Prot_11mer_Ref__2mer_SM,Protein k-mer,0.0,0.0,0.0,0.0,0.0,344.33
2,Prot_11mer_Ref__2mer_RN,Protein k-mer,0.0,0.0,0.0,0.0,0.0,345.0
2,Prot_11mer_Ref__2mer_QH,Protein k-mer,0.0,0.0,0.0,0.0,0.0,345.33
2,Prot_11mer_Ref__2mer_SA,Protein k-mer,0.0,0.0,0.0,0.0,0.0,345.67
