col,miss_ratio,miss_rate_patho,miss_rate_benign,delta,phi,abs_phi,p_value,note
AL_310,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_306,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_305,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_302,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_301,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_300,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_298,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_297,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_296,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_295,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_315,0.3387096774193548,0.38387096774193546,0.11290322580645161,0.27096774193548384,0.21337397986763207,0.21337397986763207,3.332877103884506e-05,ok
AL_186,0.2661290322580645,0.3,0.0967741935483871,0.2032258064516129,0.1713786140993952,0.1713786140993952,0.0009037473577047821,ok
AA_1,0.024193548387096774,0.012903225806451613,0.08064516129032258,-0.06774193548387096,-0.16430838438455594,0.16430838438455594,0.0014725495361936792,ok
AA_2,0.024193548387096774,0.012903225806451613,0.08064516129032258,-0.06774193548387096,-0.16430838438455594,0.16430838438455594,0.0014725495361936792,ok
CAT_3,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_1,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_2,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_4,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_5,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_6,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_7,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_8,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_9,0.02956989247311828,0.01935483870967742,0.08064516129032258,-0.06129032258064516,-0.13483997249264806,0.13483997249264806,0.009218349699658915,ok
EK_3,0.478494623655914,0.5032258064516129,0.3548387096774194,0.14838709677419348,0.11070365591257846,0.11070365591257846,0.03279746366946502,ok
AL_8,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_7,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_9,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_10,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_11,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_12,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_13,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_14,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_15,0.40860215053763443,0.4032258064516129,0.43548387096774194,-0.03225806451612906,-0.024455799402225975,0.024455799402225975,0.6382340793000588,ok
AL_148,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_123,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_117,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_118,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_120,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_121,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_129,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_124,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_126,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_127,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_114,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_115,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_108,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_112,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_111,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_109,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_150,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_106,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_105,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_103,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_102,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_100,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_99,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_130,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_132,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_133,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_135,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_151,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_153,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_154,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_156,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_157,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_159,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_160,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_162,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_163,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_147,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_166,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_168,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_169,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_171,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_172,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_145,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_136,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_138,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_139,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_141,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_142,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_144,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_165,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_174,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_181,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_180,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_178,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_177,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
AL_175,0.45698924731182794,0.4612903225806452,0.43548387096774194,0.025806451612903236,0.019306557348958055,0.019306557348958055,0.7105237239070971,ok
CAT_1,0.3629032258064516,0.36129032258064514,0.3709677419354839,-0.009677419354838734,-0.007500586006173482,0.007500586006173482,0.8853573626023238,ok
AL_26,0.3629032258064516,0.36129032258064514,0.3709677419354839,-0.009677419354838734,-0.007500586006173482,0.007500586006173482,0.8853573626023238,ok
